Vehicle_ID,Year,Make,Model,Trim,Miles,Sale Price,Status,Mode of Purchase,Zip Code,Recently Sold For
20501,2016,BMW,3 Series,sport,17508,32143,Used,Dealership,23203,6926
20502,1997,Chevrolet,Tahoe,N/A,81503,5240,Used,Dealership,92587,20021
20503,2005,GMC,Yukon,N/A,74045,14362,Used,Individual Seller,52740,21836
20504,1998,Hyundai,Santa Fe,N/A,27327,22306,Used,Individual Seller,66856,10223
20505,2006,Chrysler,300,sport,30936,13560,Used,Dealership,68392,8588
20506,2006,Mercedes,GLE,base,55926,20326,Used,Dealership,73748,17307
20507,1999,Chevrolet,Suburban,N/A,69047,33165,Used,Dealership,50812,9748
20508,2018,Dodge,Ram 1500,base,31701,17584,Certified,Dealership,92492,14181
20509,2009,Chevrolet,Silverado,base,109423,5286,Used,Individual Seller,54694,10246
20510,1997,Lexus,ES,N/A,62610,14408,Used,Individual Seller,89351,11373
20511,2008,Nissan,Frontier,base,111409,11601,Used,Dealership,40537,30456
20512,2008,Honda,Accord,base,121225,15227,Used,Individual Seller,39289,10327
20513,2023,Audi,Q7,sport,11,20625,New,Dealership,79765,45359
20514,2013,Buick,Regal,base,115886,14530,Used,Dealership,14385,27429
20515,2014,Chevrolet,Silverado,sport,113744,15803,Used,Individual Seller,53463,34411
20516,2016,Audi,Q7,base,95516,13663,Used,Individual Seller,19144,6660
20517,2012,Ford,Escape,luxury,51407,32307,Used,Dealership,32578,5775
20518,2000,Kia,Forte,N/A,102480,8936,Used,Individual Seller,21111,13130
20519,2011,Acura,TL,sport,44779,17427,Used,Individual Seller,49691,27291
20520,2012,Buick,LaCrosse,sport,105941,8714,Used,Dealership,23157,27265
20521,2010,Volvo,XC90,base,127109,19572,Used,Dealership,39923,16554
20522,2011,Volkswagen,Tiguan,luxury,85189,7249,Used,Dealership,61484,9771
20523,2012,Audi,Q7,base,94027,9890,Used,Individual Seller,26768,16389
20524,2014,Lincoln,Navigator,luxury,26762,12263,Used,Dealership,50739,13147
20525,2003,Ford,Ranger,N/A,39582,9111,Used,Individual Seller,87652,18921
20526,2010,Toyota,Prius,sport,57816,34553,Used,Dealership,75905,20834
20527,2018,BMW,5 Series,base,29152,18570,Certified,Dealership,49515,28700
20528,2018,Audi,A3,luxury,28230,21758,Certified,Dealership,45484,12317
20529,1999,Lexus,LS,N/A,64893,19408,Used,Individual Seller,77615,9934
20530,2021,BMW,3 Series,base,26339,12425,Certified,Dealership,56714,20785
20531,2010,Honda,Civic,sport,42631,9660,Used,Individual Seller,60347,8434
20532,2008,Acura,TL,base,86764,9769,Used,Individual Seller,93975,5729
20533,2005,Acura,TL,N/A,47937,16692,Used,Dealership,53157,15068
20534,2016,Nissan,Frontier,base,20674,14253,Used,Individual Seller,11733,11311
20535,2009,Volvo,XC90,sport,64228,18206,Used,Dealership,66415,12892
20536,2006,Hyundai,Sonata,base,118509,14363,Used,Individual Seller,39262,13020
20537,2022,Mercedes,GLA,sport,49,27958,New,Dealership,26050,21041
20538,1997,Volvo,XC90,N/A,39613,7769,Used,Individual Seller,17813,15020
20539,1998,Chrysler,300,N/A,50754,30618,Used,Dealership,73214,18972
20540,2012,Mazda,CX-90,sport,117553,11817,Used,Dealership,48743,16197
20541,2012,Kia,Rio,sport,50086,18951,Used,Individual Seller,37362,12592
20542,1995,Lexus,LS,N/A,142376,13540,Used,Dealership,67750,7606
20543,2011,Lincoln,Navigator,base,62283,25353,Used,Individual Seller,37820,10199
20544,2022,Nissan,Maxima,base,70,49891,New,Dealership,54486,20499
20545,2018,Ford,Taurus,sport,6591,21054,Certified,Dealership,90498,17946
20546,2016,Kia,Sorento,luxury,19731,23618,Used,Individual Seller,56258,10941
20547,2006,Toyota,Camry,base,113265,10669,Used,Dealership,27994,10680
20548,2010,BMW,X5,sport,52329,24858,Used,Individual Seller,87258,16971
20549,2001,Lincoln,Navigator,N/A,132475,11242,Used,Individual Seller,79580,22814
20550,2000,Nissan,Altima,N/A,114222,15141,Used,Individual Seller,77979,10553
20551,2021,Audi,A6,sport,21113,10277,Certified,Dealership,32555,30510
20552,2011,Mazda,MX5,sport,134635,10037,Used,Dealership,18487,9902
20553,2004,GMC,Envoy,N/A,48640,19652,Used,Individual Seller,20426,5841
20554,2009,Mazda,CX-50,base,129033,14175,Used,Dealership,90969,9569
20555,2013,Volkswagen,Atlas,sport,42027,24022,Used,Individual Seller,36541,10963
20556,2021,Volkswagen,Passat,luxury,15089,19322,Certified,Dealership,98689,22970
20557,2003,Buick,LaCrosse,N/A,96987,7156,Used,Individual Seller,11787,16014
20558,1998,Ford,Focus,N/A,31508,16574,Used,Dealership,91848,18149
20559,1996,Mercedes,GLE,N/A,62891,27552,Used,Dealership,21707,17913
20560,2021,Nissan,Maxima,base,17374,23817,Certified,Dealership,65457,
20561,2017,Jeep,Grand Cherokee,luxury,47510,22198,Used,Individual Seller,30906,15295
20562,2003,Subaru,Forester,N/A,34657,23086,Used,Dealership,55691,19583
20563,2013,BMW,X3,base,72364,30038,Used,Dealership,54214,10361
20564,1995,Chrysler,Town & Country,N/A,23708,33873,Used,Individual Seller,82834,7844
20565,2000,Acura,Integra,N/A,84661,13113,Used,Individual Seller,42361,8150
20566,1995,Mazda,3,N/A,123323,6863,Used,Dealership,52593,10363
20567,2018,Hyundai,Tucson,sport,16967,16834,Certified,Dealership,19440,16381
20568,2002,Volkswagen,Jetta,N/A,17188,13189,Used,Dealership,71923,7682
20569,2007,Toyota,Tacoma,base,143523,5659,Used,Individual Seller,93029,7692
20570,2019,Dodge,Grand Caravan,base,18342,15162,Certified,Dealership,44924,21846
20571,1995,Dodge,Charger,N/A,98053,14550,Used,Dealership,99333,18861
20572,1995,Toyota,Camry,N/A,26372,34782,Used,Dealership,84548,13254
20573,2013,Mazda,MX5,sport,25377,37942,Used,Dealership,96418,18929
20574,1998,Ford,Focus,N/A,110022,14827,Used,Dealership,55854,18149
20575,2006,Chevrolet,Suburban,base,106101,6465,Used,Dealership,97068,29185
20576,2019,Nissan,Murano,base,25423,16846,Certified,Dealership,15922,24659
20577,2002,Volkswagen,Tiguan,N/A,147118,8980,Used,Individual Seller,63042,10737
20578,2019,Jeep,Grand Cherokee,luxury,26881,23643,Certified,Dealership,97843,33009
20579,2022,Ford,Taurus,sport,45,36421,New,Dealership,75001,27815
20580,2003,Chevrolet,Tahoe,N/A,49967,21393,Used,Dealership,55516,21213
20581,2009,Mercedes,GLE,sport,149455,15928,Used,Dealership,83973,23427
20582,2007,Nissan,Frontier,base,86785,8947,Used,Dealership,28487,25858
20583,2013,Toyota,Corolla,luxury,80992,8059,Used,Dealership,60986,9755
20584,2022,Lincoln,Navigator,luxury,40,46168,New,Dealership,93504,40465
20585,2005,Volvo,S70,N/A,40133,23238,Used,Individual Seller,63745,21586
20586,2015,Audi,A6,luxury,123046,11554,Used,Individual Seller,63633,6786
20587,2007,Chevrolet,Silverado,sport,48654,26443,Used,Individual Seller,41903,14293
20588,2016,Hyundai,Elantra,sport,100774,7875,Used,Dealership,98491,15632
20589,2023,Jeep,Grand Cherokee,sport,0,47869,New,Dealership,99234,43422
20590,2009,Nissan,Pathfinder,sport,74667,11902,Used,Dealership,43113,10738
20591,2017,Volvo,S60,base,47192,28510,Used,Dealership,93201,30365
20592,1999,Honda,Accord,N/A,59780,14752,Used,Individual Seller,50995,8903
20593,1998,Nissan,Murano,N/A,76078,11895,Used,Individual Seller,76344,34599
20594,2010,Chevrolet,Equinox,base,124508,8839,Used,Individual Seller,87436,11445
20595,2015,Chrysler,Town & Country,base,14684,26523,Used,Individual Seller,49207,19538
20596,1995,Honda,Pilot,N/A,141407,6967,Used,Individual Seller,16479,32309
20597,2015,Volkswagen,Jetta,sport,117653,17123,Used,Dealership,19990,16288
20598,2022,Volkswagen,Tiguan,base,70,34941,New,Dealership,97312,32858
20599,2021,Lincoln,Navigator,sport,18921,22924,Certified,Dealership,62004,17366
20600,1996,Lexus,ES300,N/A,93743,13876,Used,Dealership,16446,24058
20601,2004,Subaru,WRX,N/A,99179,6832,Used,Individual Seller,12585,8548
20602,1997,GMC,Sierra,N/A,107456,14036,Used,Individual Seller,73661,15911
20603,2019,Acura,TL,base,18491,15224,Certified,Dealership,14908,16540
20604,2021,Jeep,Grand Cherokee,base,10230,33584,Certified,Dealership,70157,15656
20605,2010,Lexus,ES300,base,35313,19190,Used,Dealership,42386,17074
20606,2009,Chevrolet,Tahoe,sport,62738,27394,Used,Individual Seller,29035,28225
20607,2000,Buick,Regal,N/A,21077,13074,Used,Individual Seller,93295,10817
20608,2007,Acura,TL,base,117005,5957,Used,Individual Seller,45182,16730
20609,1999,Volkswagen,Golf,N/A,42574,16232,Used,Dealership,15546,16401
20610,1997,Jeep,Grand Cherokee,N/A,20198,11735,Used,Individual Seller,80404,16514
20611,2022,Mercedes,E-Class,base,43,26582,New,Dealership,39129,27235
20612,2014,Buick,Regal,base,117424,13799,Used,Individual Seller,80011,23912
20613,2013,Nissan,Murano,base,129191,11345,Used,Individual Seller,15617,9016
20614,2006,Lincoln,Navigator,base,99537,11485,Used,Dealership,57320,9041
20615,2010,Mercedes,GLA,base,120484,10299,Used,Individual Seller,97149,13768
20616,2021,Volvo,S60,sport,11318,18332,Certified,Dealership,11348,17830
20617,2005,Buick,LaCrosse,N/A,30125,32037,Used,Dealership,44587,12199
20618,1998,Buick,Regal,N/A,23198,20196,Used,Individual Seller,11429,24172
20619,2019,Nissan,Maxima,base,32713,23413,Certified,Dealership,46583,16432
20620,2009,Buick,Regal,base,86997,8716,Used,Dealership,84472,12321
20621,2001,Buick,Regal,N/A,139274,8731,Used,Individual Seller,11006,12345
20622,2021,Chrysler,300,base,8312,33326,Certified,Dealership,19636,25226
20623,2013,Kia,Rio,sport,76681,5971,Used,Dealership,74383,11162
20624,2006,Toyota,Avalon,luxury,79880,17272,Used,Individual Seller,34788,24557
20625,2010,Dodge,Charger,sport,37175,18264,Used,Individual Seller,71785,10447
20626,1999,Lexus,RX,N/A,45121,17131,Used,Dealership,71507,31522
20627,2010,Kia,Forte,sport,91852,15424,Used,Dealership,69955,14512
20628,2002,Hyundai,Sonata,N/A,100906,8395,Used,Individual Seller,83876,31577
20629,2010,Ford,Explorer,base,70670,12173,Used,Dealership,55576,8389
20630,2007,Chevrolet,Equinox,sport,135906,5356,Used,Dealership,51239,19233
20631,2007,Buick,Regal,sport,117571,8941,Used,Dealership,70655,6791
20632,2020,Subaru,Forester,sport,15004,20981,Certified,Dealership,64508,14551
20633,2012,Volvo,S70,luxury,73926,22701,Used,Dealership,26484,21130
20634,2021,Lexus,LS,base,29226,13042,Certified,Dealership,96150,19244
20635,2022,Audi,Q7,base,59,45438,New,Dealership,86924,38023
20636,2023,Kia,Sorento,base,61,46569,New,Dealership,17476,32957
20637,2012,Mazda,CX-50,sport,120581,12053,Used,Individual Seller,47391,25282
20638,1998,Honda,CR-V,N/A,105874,8033,Used,Dealership,87624,7641
20639,2023,Chrysler,Town & Country,base,17,21677,New,Dealership,75693,28057
20640,1996,Lincoln,Navigator,N/A,88508,13488,Used,Individual Seller,44045,19474
20641,2012,GMC,Sierra,base,72041,10616,Used,Individual Seller,87225,20343
20642,1998,Kia,Rio,N/A,75251,11381,Used,Individual Seller,68730,27565
20643,2001,Audi,A3,N/A,47064,27766,Used,Dealership,36802,5174
20644,2023,Kia,Sorento,base,83,28720,New,Dealership,14985,32957
20645,2006,Toyota,Avalon,base,121962,10880,Used,Dealership,89694,24557
20646,2012,Ford,F-150,sport,48085,25084,Used,Dealership,62697,14363
20647,2003,Acura,Integra,N/A,83962,7895,Used,Dealership,88955,23983
20648,2003,Chevrolet,Tahoe,N/A,72063,25997,Used,Dealership,97129,21213
20649,1999,GMC,Envoy,N/A,67421,24985,Used,Dealership,11971,32950
20650,2012,Chrysler,Town & Country,base,129510,8510,Used,Individual Seller,73175,25179
20651,2009,Kia,K5,luxury,90669,10836,Used,Individual Seller,63383,14828
20652,2019,Ford,Fiesta,sport,21868,23955,Certified,Dealership,98286,15155
20653,2003,GMC,Yukon,N/A,147613,6206,Used,Individual Seller,33421,11079
20654,2022,Volkswagen,Jetta,base,67,28337,New,Dealership,79485,42238
20655,2000,Mercedes,GLE,N/A,101611,19784,Used,Dealership,25684,13253
20656,2020,Audi,A3,sport,32333,24910,Certified,Dealership,24617,19981
20657,2008,Volkswagen,Golf,base,95827,10524,Used,Dealership,89996,20488
20658,2018,Toyota,Land Cruiser,luxury,30819,22286,Certified,Dealership,72549,15279
20659,1998,Chevrolet,Suburban,N/A,26876,39434,Used,Dealership,79819,14216
20660,2022,Audi,A6,sport,79,38101,New,Dealership,88372,44351
20661,2001,Hyundai,Elantra,N/A,36891,22733,Used,Dealership,54558,16873
20662,2012,Ford,Mustang,base,66496,32359,Used,Dealership,19815,17122
20663,1996,Jeep,Wrangler,N/A,66889,29783,Used,Dealership,56175,16234
20664,2021,Mazda,CX-50,base,17100,30205,Certified,Dealership,63150,17841
20665,2013,Hyundai,Santa Fe,luxury,59410,21132,Used,Dealership,37685,8988
20666,1999,Mazda,MX5,N/A,123283,8814,Used,Individual Seller,36459,16754
20667,2022,BMW,5 Series,base,13,27078,New,Dealership,79244,41446
20668,2017,Volvo,XC90,sport,63928,16491,Used,Individual Seller,82299,23096
20669,1996,Honda,Civic,N/A,68935,13764,Used,Dealership,48556,21395
20670,2013,Lincoln,Navigator,sport,84780,13803,Used,Individual Seller,10459,12602
20671,2022,Chrysler,300,base,13,24214,New,Dealership,20284,22299
20672,2011,Volkswagen,Tiguan,luxury,90265,14955,Used,Dealership,33513,9771
20673,2019,Kia,Sportage,base,21957,13123,Certified,Dealership,71165,23387
20674,2021,Mazda,MX5,sport,30074,15307,Certified,Dealership,55011,17518
20675,1995,Toyota,4Runner,N/A,27906,26347,Used,Dealership,21846,11574
20676,2023,Nissan,Maxima,sport,9,43433,New,Dealership,30614,34774
20677,2001,Dodge,Charger,N/A,110349,10747,Used,Dealership,71467,13730
20678,1997,Honda,HR-V,N/A,84790,12932,Used,Dealership,85600,20432
20679,1996,Kia,K5,N/A,139378,14123,Used,Dealership,51449,16138
20680,2006,BMW,X5,base,59917,15840,Used,Dealership,19422,8112
20681,1996,Toyota,Corolla,N/A,138560,6128,Used,Individual Seller,27086,13188
20682,2016,Lexus,ES300,base,133837,8345,Used,Dealership,96917,7634
20683,2001,Mercedes,C-Class,N/A,95164,14990,Used,Dealership,85430,5869
20684,2009,Honda,Pilot,base,70927,13358,Used,Dealership,69930,11091
20685,2003,Buick,Regal,N/A,61640,9901,Used,Individual Seller,47977,13301
20686,2022,Toyota,RAV4,sport,76,46508,New,Dealership,28365,29840
20687,2000,Chevrolet,Tahoe,N/A,108803,16868,Used,Dealership,88187,15542
20688,2001,BMW,X3,N/A,84871,8293,Used,Individual Seller,93793,6052
20689,2020,Mazda,CX-90,base,26730,12168,Certified,Dealership,27741,10974
20690,2023,Acura,TL,base,35,46667,New,Dealership,45459,31271
20691,2016,Ford,Focus,sport,73322,13422,Used,Individual Seller,55865,11495
20692,2021,Ford,Ranger,base,32209,12520,Certified,Dealership,14189,29768
20693,2022,Toyota,Tacoma,base,82,38179,New,Dealership,38731,21764
20694,2002,Mazda,CX-90,N/A,135585,12893,Used,Dealership,23851,16255
20695,2007,Honda,Civic,sport,44860,11841,Used,Individual Seller,77442,26858
20696,1995,Ford,Ranger,N/A,79557,10252,Used,Dealership,42949,13495
20697,2006,Jeep,Wrangler,sport,42862,20819,Used,Individual Seller,11293,22445
20698,2013,Volkswagen,Jetta,base,104225,11676,Used,Dealership,87722,19505
20699,2020,Honda,HR-V,sport,17084,30688,Certified,Dealership,11367,34663
20700,2021,Ford,Taurus,luxury,6917,33907,Certified,Dealership,64811,22987
20701,1998,Hyundai,Elantra,N/A,56916,13926,Used,Dealership,31116,5411
20702,2007,Ford,Ranger,base,61833,31127,Used,Dealership,18578,30920
20703,2019,Kia,K5,base,33174,16077,Certified,Dealership,55491,28317
20704,2003,Acura,Integra,N/A,29864,33329,Used,Dealership,85604,23983
20705,2020,Jeep,Wrangler,base,26999,11806,Certified,Dealership,84811,20253
20706,2016,Jeep,Grand Cherokee,base,39524,11615,Used,Dealership,98211,12871
20707,2008,Lincoln,Navigator,base,127192,14878,Used,Individual Seller,84736,22306
20708,2014,Audi,Q7,base,63874,21483,Used,Individual Seller,49445,16898
20709,1998,Lexus,RX,N/A,28852,33897,Used,Dealership,93625,20791
20710,2021,GMC,Sierra,sport,28401,22373,Certified,Dealership,84331,34827
20711,2007,Subaru,Outback,sport,16970,9335,Used,Individual Seller,19289,30693
20712,2003,Nissan,Murano,N/A,87651,15731,Used,Individual Seller,62441,39556
20713,2003,Chevrolet,Tahoe,N/A,62616,16276,Used,Dealership,37547,21213
20714,2003,Subaru,Outback,N/A,143112,11517,Used,Individual Seller,88291,34617
20715,1999,Lincoln,Navigator,N/A,143282,14693,Used,Dealership,59448,21291
20716,2017,GMC,Yukon,base,70992,15428,Used,Dealership,34841,35328
20717,2008,Jeep,Grand Cherokee,sport,71053,22813,Used,Individual Seller,12996,17236
20718,2003,Mercedes,E-Class,N/A,86325,12080,Used,Individual Seller,98605,31153
20719,1998,Chevrolet,Malibu,N/A,91717,8178,Used,Individual Seller,97245,11190
20720,2002,Volvo,S70,N/A,28989,25875,Used,Dealership,47605,14712
20721,2015,Volvo,S70,base,94636,14744,Used,Individual Seller,88493,9434
20722,1995,Volvo,S70,N/A,67263,10246,Used,Dealership,89903,11760
20723,2014,Volvo,S70,sport,121118,6477,Used,Individual Seller,82386,12249
20724,2001,Volkswagen,Tiguan,N/A,35950,22687,Used,Individual Seller,13991,15856
20725,2020,Subaru,Outback,base,26060,20244,Certified,Dealership,69675,33189
20726,1995,Volkswagen,Tiguan,N/A,82776,14382,Used,Individual Seller,52968,11081
20727,1997,Jeep,Grand Cherokee,N/A,27542,35319,Used,Dealership,94995,16514
20728,2017,Chrysler,300,base,53038,9209,Used,Individual Seller,45709,6240
20729,2010,GMC,Yukon,base,14720,33367,Used,Dealership,65087,21024
20730,2002,Honda,CR-V,N/A,40225,19623,Used,Dealership,45707,14946
20731,2023,GMC,Sierra,sport,90,37430,New,Dealership,34170,48169
20732,2017,BMW,3 Series,sport,43978,19647,Used,Dealership,36558,17817
20733,2001,Buick,LaCrosse,N/A,132935,13601,Used,Individual Seller,57719,8686
20734,2003,Jeep,Wrangler,N/A,59465,14224,Used,Individual Seller,86342,10221
20735,1995,Volkswagen,Tiguan,N/A,113123,17081,Used,Individual Seller,19265,11081
20736,2001,Lexus,ES,N/A,72023,27576,Used,Dealership,71752,21441
20737,2022,Ford,Taurus,sport,45,22775,New,Dealership,29130,27815
20738,2015,Lincoln,Navigator,luxury,117948,12172,Used,Dealership,42197,9353
20739,2016,Chrysler,300,base,24444,33092,Used,Dealership,96673,13735
20740,2011,Subaru,Outback,sport,132989,5080,Used,Dealership,53053,11760
20741,2015,Chrysler,300,base,146540,16921,Used,Dealership,25406,13860
20742,2006,Nissan,Rogue,base,83909,13465,Used,Individual Seller,90635,
20743,1999,Lincoln,Navigator,N/A,130357,16837,Used,Dealership,58998,21291
20744,2020,Volvo,S70,sport,6166,24183,Certified,Dealership,52946,22289
20745,2015,BMW,X3,base,50459,26602,Used,Dealership,50976,13876
20746,2007,Volkswagen,Tiguan,base,125805,17111,Used,Individual Seller,40697,10988
20747,1996,Toyota,RAV4,N/A,50759,14987,Used,Dealership,63327,17246
20748,2022,Honda,HR-V,sport,46,27651,New,Dealership,74427,41562
20749,2004,Audi,Q5,N/A,102874,10559,Used,Individual Seller,43619,11262
20750,2006,Lincoln,Navigator,sport,137483,13585,Used,Dealership,68838,9041
20751,2006,Jeep,Wrangler,luxury,25234,36765,Used,Dealership,68808,22445
20752,2014,Buick,LaCrosse,luxury,98981,5515,Used,Individual Seller,82467,12186
20753,2011,Chrysler,300,sport,124256,13079,Used,Dealership,83324,22560
20754,2023,Chrysler,300,sport,77,26443,New,Dealership,60009,47432
20755,2005,Hyundai,Santa Fe,N/A,40313,17503,Used,Individual Seller,45806,7334
20756,1998,BMW,3 Series,N/A,86826,13578,Used,Individual Seller,76174,14545
20757,2010,Mazda,CX-50,base,46060,9932,Used,Individual Seller,51624,6147
20758,1996,Jeep,Grand Cherokee,N/A,85260,16382,Used,Individual Seller,23477,7134
20759,2022,Volvo,S60,base,37,46926,New,Dealership,77352,49080
20760,2022,Subaru,Outback,base,1,20824,New,Dealership,96497,27479
20761,2004,Volkswagen,Atlas,N/A,52892,10315,Used,Dealership,70062,7174
20762,2000,Lexus,GS350,N/A,113219,10193,Used,Individual Seller,76542,7211
20763,2015,Kia,Rio,base,11742,32372,Used,Individual Seller,66529,16306
20764,2010,Mercedes,GLE,luxury,17105,25204,Used,Dealership,93134,9368
20765,2000,Toyota,4Runner,N/A,24231,18426,Used,Individual Seller,79392,17477
20766,2021,Chevrolet,Suburban,luxury,5139,22140,Certified,Dealership,85345,32916
20767,2015,Lincoln,Navigator,base,105803,19731,Used,Dealership,13387,9353
20768,2015,Buick,LaCrosse,base,136636,14689,Used,Individual Seller,51155,15647
20769,2000,Audi,A4,N/A,98299,7878,Used,Dealership,83175,12443
20770,1998,Toyota,Land Cruiser,N/A,112811,7118,Used,Dealership,24232,14412
20771,2000,Dodge,Durango,N/A,137728,5278,Used,Dealership,72064,12684
20772,2020,Dodge,Grand Caravan,sport,29210,24613,Certified,Dealership,87122,27062
20773,1997,Dodge,Ram 1500,N/A,18356,29234,Used,Individual Seller,66836,12731
20774,2007,Lexus,LS,base,54724,17409,Used,Individual Seller,74130,11908
20775,2016,Ford,Explorer,sport,46973,11720,Used,Dealership,40150,14136
20776,2008,Audi,Q5,luxury,95186,9349,Used,Individual Seller,79480,17457
20777,1997,Acura,Integra,N/A,58560,10060,Used,Dealership,93719,8258
20778,2015,Hyundai,Sonata,sport,82830,8345,Used,Dealership,29602,25830
20779,2011,Jeep,Wrangler,base,148216,12215,Used,Individual Seller,61563,9179
20780,2003,Jeep,Grand Cherokee,N/A,34647,19696,Used,Individual Seller,86839,5081
20781,2013,Mercedes,GLA,base,94890,18554,Used,Dealership,19810,18994
20782,2013,Subaru,WRX,base,144061,12446,Used,Dealership,84322,10700
20783,2017,Volvo,S60,sport,123336,16742,Used,Individual Seller,43969,30365
20784,2001,Subaru,Forester,N/A,78201,6624,Used,Individual Seller,30736,13123
20785,2011,Toyota,Avalon,sport,75441,6882,Used,Dealership,54374,8262
20786,2009,Honda,Civic,base,119299,13522,Used,Dealership,92154,16315
20787,2009,Subaru,Outback,sport,131749,6090,Used,Dealership,46826,9315
20788,2006,Kia,Rio,sport,39812,12081,Used,Dealership,56313,26396
20789,2004,Audi,Q5,N/A,94345,12765,Used,Individual Seller,16111,11262
20790,2002,Mercedes,S-Class,N/A,78970,16595,Used,Dealership,30648,13357
20791,2021,Lincoln,Navigator,base,26090,13712,Certified,Dealership,95203,17366
20792,2008,GMC,Envoy,base,12862,34154,Used,Dealership,74565,16939
20793,2022,Hyundai,Tucson,sport,97,30439,New,Dealership,77452,37961
20794,2001,Mazda,CX-90,N/A,50791,22384,Used,Individual Seller,87621,21852
20795,1999,Volvo,S70,N/A,120162,5480,Used,Dealership,14230,19199
20796,1999,Acura,TL,N/A,52768,18186,Used,Dealership,43158,17134
20797,2015,Dodge,Charger,base,107447,6191,Used,Dealership,14066,33350
20798,2002,Hyundai,Tucson,N/A,143648,9408,Used,Dealership,86154,15554
20799,2018,Audi,Q5,sport,21189,18487,Certified,Dealership,51109,16006
20800,2009,Jeep,Grand Cherokee,luxury,40938,18467,Used,Dealership,26392,8278
20801,2003,Volkswagen,Tiguan,N/A,123575,13789,Used,Individual Seller,56396,16461
20802,2020,Hyundai,Elantra,base,26806,13371,Certified,Dealership,24243,22479
20803,2011,Lexus,GS,sport,140872,14843,Used,Dealership,51252,30210
20804,2004,BMW,X5,N/A,149319,6285,Used,Individual Seller,35807,9463
20805,2005,Lexus,ES300,N/A,143875,6318,Used,Individual Seller,46716,10741
20806,2023,Mazda,CX-90,sport,78,47639,New,Dealership,85440,31984
20807,2023,Kia,Rio,base,11,29002,New,Dealership,83950,37514
20808,1996,Mazda,MX5,N/A,143920,16926,Used,Individual Seller,17455,6439
20809,1996,Subaru,Outback,N/A,101666,6358,Used,Individual Seller,95261,17100
20810,2016,Toyota,Highlander,luxury,70928,26247,Used,Individual Seller,18601,18791
20811,2020,Audi,A4,base,25467,16215,Certified,Dealership,68852,27391
20812,2015,Kia,Rio,sport,75703,12696,Used,Dealership,22775,16306
20813,1996,Nissan,Pathfinder,N/A,60123,13976,Used,Individual Seller,20185,5127
20814,2005,Jeep,Wrangler,N/A,27989,15699,Used,Individual Seller,93384,18152
20815,2011,Ford,Taurus,base,30170,26963,Used,Dealership,80859,15260
20816,2000,BMW,X3,N/A,53495,31422,Used,Dealership,43748,11520
20817,2004,BMW,5 Series,N/A,74072,19853,Used,Individual Seller,66539,13238
20818,2006,Volkswagen,Passat,luxury,87968,10931,Used,Individual Seller,71550,9577
20819,2012,Mercedes,GLA,sport,45685,21523,Used,Dealership,34509,20348
20820,2015,Lexus,RX,base,33436,14022,Used,Dealership,20350,6079
20821,2023,Mazda,MX5,luxury,97,47594,New,Dealership,28728,28547
20822,1998,Hyundai,Tucson,N/A,132266,7486,Used,Individual Seller,86877,19126
20823,2007,Mazda,CX-5,luxury,57682,13756,Used,Dealership,93672,28574
20824,2001,Lexus,LS,N/A,18883,17644,Used,Dealership,93646,11097
20825,2001,Audi,Q7,N/A,43253,30993,Used,Dealership,49410,12772
20826,2023,Ford,Mustang,base,94,45380,New,Dealership,44805,35635
20827,2010,Mazda,CX-90,base,131312,13795,Used,Individual Seller,81008,13488
20828,2013,Subaru,Outback,luxury,25477,22976,Used,Individual Seller,39863,10717
20829,2004,Volvo,S70,N/A,83942,5834,Used,Individual Seller,74890,21579
20830,2001,GMC,Envoy,N/A,116310,11422,Used,Individual Seller,87825,12517
20831,2003,Volvo,XC90,N/A,54827,17948,Used,Dealership,88653,15988
20832,2005,Mercedes,E-Class,N/A,68044,22907,Used,Dealership,99072,33462
20833,2006,Audi,Q5,base,50635,33950,Used,Dealership,93376,15181
20834,2020,Mercedes,C-Class,luxury,13641,16980,Certified,Dealership,31874,23685
20835,2006,Lincoln,Navigator,base,45774,31129,Used,Dealership,12104,9041
20836,2012,Volkswagen,Jetta,base,49580,7527,Used,Individual Seller,69687,22919
20837,2006,GMC,Envoy,base,30089,7935,Used,Individual Seller,65713,7929
20838,2007,Subaru,WRX,base,132427,11416,Used,Dealership,48828,36443
20839,2003,Volkswagen,Passat,N/A,15022,24117,Used,Individual Seller,19314,11651
20840,2022,Buick,LaCrosse,sport,35,31754,New,Dealership,75072,29212
20841,2003,BMW,3 Series,N/A,102374,15181,Used,Individual Seller,65659,17837
20842,2003,Jeep,Wrangler,N/A,119964,10131,Used,Individual Seller,66508,10221
20843,2016,Chrysler,300,base,32711,20421,Used,Individual Seller,23494,13735
20844,1995,Mazda,3,N/A,20719,35159,Used,Dealership,75780,10363
20845,2004,BMW,X3,N/A,59925,13179,Used,Individual Seller,90451,33832
20846,2009,BMW,5 Series,base,120300,9165,Used,Dealership,70552,11948
20847,2004,Nissan,Murano,N/A,69943,30421,Used,Dealership,10347,34812
20848,1998,Lexus,GS350,N/A,50571,13085,Used,Individual Seller,72864,9295
20849,1997,Chrysler,300,N/A,99723,12346,Used,Individual Seller,46440,29111
20850,2023,Chevrolet,Impala,sport,62,48806,New,Dealership,66541,20698
20851,1995,Nissan,Frontier,N/A,99206,13612,Used,Individual Seller,24057,28986
20852,2018,Mercedes,C-Class,base,9770,17654,Certified,Dealership,29997,21162
