Vehicle_ID,Year,Make,Model,Trim,Miles,Sold For,Status,Sold By,Zip Code Sold
6312,1996,Chevrolet,Silverado,N/A,19167,31355,Used,Individual Seller,71504
6313,2002,Acura,TL,N/A,149783,16732,Used,Individual Seller,97322
6314,2008,Audi,A4,sport,126731,9107,Used,Dealership,46115
6315,2008,GMC,Sierra,sport,95596,11317,Used,Dealership,18898
6316,2016,Dodge,Ram 1500,base,94094,8316,Used,Individual Seller,26273
6317,1997,Jeep,Grand Cherokee,N/A,24513,19743,Used,Individual Seller,57371
6318,2022,Toyota,Camry,base,87,30801,New,Dealership,36989
6319,2012,Honda,HR-V,base,44715,9956,Used,Individual Seller,40585
6320,2012,Dodge,Charger,base,32985,11285,Used,Individual Seller,28376
6321,2014,Lexus,ES300,luxury,133855,17371,Used,Individual Seller,91066
6322,1999,Jeep,Wrangler,N/A,144694,10553,Used,Individual Seller,82177
6323,2010,BMW,X5,base,146964,16971,Used,Individual Seller,14098
6324,2010,Lincoln,Navigator,base,86849,15800,Used,Individual Seller,36529
6325,2011,Chevrolet,Malibu,base,73621,10039,Used,Dealership,68623
6326,1999,Mazda,MX5,N/A,42615,19068,Used,Individual Seller,61123
6327,2018,Honda,Pilot,base,27080,11659,Certified,Dealership,29556
6328,2017,GMC,Yukon,base,12227,13811,Used,Individual Seller,40084
6329,1995,Jeep,Wrangler,N/A,63179,19791,Used,Dealership,37820
6330,2019,GMC,Envoy,sport,27737,10170,Certified,Dealership,73372
6331,2016,Volvo,XC90,sport,96912,14597,Used,Dealership,92781
6332,2007,Jeep,Wrangler,sport,32845,15135,Used,Dealership,20701
6333,2008,Lincoln,Navigator,base,105649,5013,Used,Individual Seller,87132
6334,1995,Mazda,3,N/A,116676,12649,Used,Individual Seller,72045
6335,2001,Kia,Sportage,N/A,136477,6623,Used,Individual Seller,79018
6336,2008,Hyundai,Santa Fe,base,43070,14749,Used,Individual Seller,59216
6337,2004,Mercedes,GLA,N/A,80725,14708,Used,Individual Seller,91595
6338,2000,Kia,Rio,N/A,137610,19807,Used,Dealership,65027
6339,2005,BMW,3 Series,N/A,112031,17857,Used,Dealership,25806
6340,2020,Hyundai,Sonata,base,30292,19163,Certified,Dealership,19526
6341,2020,Dodge,Ram 1500,base,7092,34623,Certified,Dealership,68452
6342,2008,Kia,Sorento,sport,31882,22382,Used,Dealership,42600
6343,2006,Buick,Regal,sport,34791,17746,Used,Dealership,71829
6344,2018,Ford,Ranger,base,18170,23013,Certified,Dealership,67625
6345,2022,Toyota,Avalon,base,49,38518,New,Dealership,26563
6346,2001,GMC,Sierra,N/A,44110,33577,Used,Dealership,51423
6347,2019,Lincoln,Navigator,base,18878,28856,Certified,Dealership,51697
6348,2012,Chrysler,Town & Country,luxury,31176,26138,Used,Individual Seller,20078
6349,2009,Toyota,Camry,base,96226,10064,Used,Individual Seller,66305
6350,2007,GMC,Envoy,base,66372,22903,Used,Dealership,30316
6351,2012,GMC,Sierra,base,39032,32360,Used,Dealership,96444
6352,2009,Ford,F-150,sport,137499,14151,Used,Dealership,91546
6353,2015,Subaru,Outback,base,106372,10555,Used,Dealership,96512
6354,2022,Volvo,XC90,luxury,94,21004,New,Dealership,60690
6355,2014,Honda,Pilot,base,112443,6964,Used,Dealership,99517
6356,1996,Jeep,Grand Cherokee,N/A,22537,24820,Used,Dealership,66879
6357,2014,Chevrolet,Suburban,sport,44894,27439,Used,Dealership,58630
6358,2008,Subaru,WRX,base,98825,5654,Used,Individual Seller,18916
6359,2014,Chrysler,Town & Country,sport,29908,19051,Used,Individual Seller,38400
6360,2013,Nissan,Maxima,base,55658,14959,Used,Individual Seller,51277
6361,2000,Mazda,CX-5,N/A,68257,25874,Used,Dealership,57885
6362,1997,Chevrolet,Suburban,N/A,133105,15391,Used,Individual Seller,27346
6363,2008,Hyundai,Elantra,luxury,59040,15701,Used,Individual Seller,70458
6364,2003,Ford,F-150,N/A,122100,6433,Used,Dealership,75057
6365,2017,Hyundai,Tucson,base,33422,10031,Used,Individual Seller,77178
6366,2003,GMC,Envoy,N/A,75937,13305,Used,Individual Seller,91917
6367,2015,Audi,A6,luxury,41300,15867,Used,Individual Seller,86054
6368,1999,Volvo,S70,N/A,91132,14351,Used,Individual Seller,96186
6369,2022,Honda,CR-V,sport,49,21369,New,Dealership,81733
6370,1999,Volvo,XC90,N/A,13201,27174,Used,Dealership,97269
6371,2002,Subaru,WRX,N/A,48916,16063,Used,Individual Seller,60916
6372,2011,Honda,Civic,sport,82309,8550,Used,Individual Seller,54403
6373,2017,Buick,LaCrosse,base,13660,12541,Used,Dealership,14628
6374,1999,Buick,Regal,N/A,63384,24187,Used,Individual Seller,43238
6375,1995,BMW,X3,N/A,20191,28283,Used,Dealership,93433
6376,2011,GMC,Envoy,base,104220,10817,Used,Individual Seller,29459
6377,2017,Mercedes,E-Class,base,143621,8202,Used,Individual Seller,93055
6378,2008,Toyota,Tacoma,base,139184,17369,Used,Dealership,68643
6379,2007,Honda,Accord,base,57202,14325,Used,Individual Seller,80683
6380,2006,Mercedes,E-Class,sport,32726,26492,Used,Individual Seller,88655
6381,2006,Acura,TL,base,106335,10158,Used,Dealership,12213
6382,2008,GMC,Sierra,base,124208,13931,Used,Individual Seller,89428
6383,2010,Jeep,Wrangler,sport,83210,16641,Used,Dealership,67261
6384,2019,Lincoln,Navigator,base,29673,15792,Certified,Dealership,95790
6385,2005,Jeep,Wrangler,N/A,68521,22133,Used,Individual Seller,39868
6386,2009,Subaru,Forester,base,119149,8118,Used,Dealership,23252
6387,2011,BMW,3 Series,sport,138673,9184,Used,Dealership,96099
6388,2007,Hyundai,Santa Fe,sport,52235,11232,Used,Dealership,32203
6389,2004,Ford,F-150,N/A,141949,8809,Used,Individual Seller,13790
6390,1999,Kia,Sorento,N/A,59225,10252,Used,Individual Seller,38024
6391,1997,Chevrolet,Malibu,N/A,116040,6378,Used,Individual Seller,23993
6392,2003,Dodge,Grand Caravan,N/A,121457,15614,Used,Individual Seller,60372
6393,2019,Mercedes,GLE,luxury,30337,22528,Certified,Dealership,17426
6394,2009,Chevrolet,Equinox,base,16916,27689,Used,Individual Seller,72111
6395,2001,Audi,A4,N/A,119845,13868,Used,Dealership,39336
6396,2019,Lincoln,Navigator,base,26816,18070,Certified,Dealership,41584
6397,2012,Toyota,Prius,luxury,58564,18204,Used,Dealership,86400
6398,2023,Lexus,ES,base,61,30333,New,Dealership,44114
6399,2023,Chevrolet,Suburban,sport,88,31434,New,Dealership,51523
6400,2007,Honda,Civic,sport,89496,7421,Used,Dealership,28284
6401,2020,Acura,Integra,luxury,34841,18446,Certified,Dealership,44884
6402,2000,Subaru,Forester,N/A,82741,8904,Used,Individual Seller,83517
6403,1997,Volkswagen,Atlas,N/A,121774,10357,Used,Dealership,90531
6404,1996,Chrysler,Town & Country,N/A,59743,25765,Used,Individual Seller,35984
6405,2018,Honda,Accord,sport,29876,12515,Certified,Dealership,88147
6406,2002,Dodge,Charger,N/A,22584,28849,Used,Individual Seller,30935
6407,2000,Mazda,CX-50,N/A,149367,16730,Used,Dealership,94107
6408,1997,Ford,Explorer,N/A,129722,15565,Used,Individual Seller,33411
6409,2011,Dodge,Grand Caravan,base,143098,5877,Used,Individual Seller,86068
6410,2017,Toyota,Corolla,base,127464,18709,Used,Dealership,95611
6411,2009,Ford,Focus,base,48472,10081,Used,Dealership,73091
6412,1997,Lincoln,Navigator,N/A,11785,27289,Used,Individual Seller,20168
6413,1995,Mazda,CX-5,N/A,60502,24245,Used,Individual Seller,10689
6414,2023,Buick,Regal,base,99,21004,New,Dealership,26050
6415,1996,Jeep,Wrangler,N/A,104208,17191,Used,Individual Seller,50006
6416,2020,GMC,Yukon,luxury,14844,31286,Certified,Dealership,20467
6417,2021,Kia,Rio,base,30914,19113,Certified,Dealership,46507
6418,2009,Ford,Mustang,base,34084,20566,Used,Individual Seller,29110
6419,2007,Subaru,Forester,base,67106,14546,Used,Individual Seller,49940
6420,2015,Volkswagen,Golf,sport,70873,8549,Used,Individual Seller,93029
6421,2019,Mazda,CX-50,base,8580,27176,Certified,Dealership,21426
6422,1996,Chrysler,Town & Country,N/A,61979,25418,Used,Dealership,54101
6423,2018,Chevrolet,Impala,base,18998,15161,Certified,Dealership,87894
6424,2018,Chevrolet,Suburban,luxury,23076,11852,Certified,Dealership,30825
6425,2017,Toyota,4Runner,base,18276,37888,Used,Dealership,22793
6426,2009,Dodge,Ram 1500,sport,27242,11379,Used,Individual Seller,45745
6427,1995,Ford,Taurus,N/A,55532,12711,Used,Individual Seller,78994
6428,2020,Jeep,Grand Cherokee,sport,11158,34612,Certified,Dealership,51505
6429,2010,Jeep,Grand Cherokee,luxury,63262,24834,Used,Individual Seller,17098
6430,2004,Lexus,RX,N/A,36688,25107,Used,Dealership,62619
6431,2009,Ford,Focus,base,67919,25493,Used,Dealership,71867
6432,2011,BMW,3 Series,sport,56025,15213,Used,Individual Seller,87083
6433,2021,Mazda,3,luxury,20661,23433,Certified,Dealership,45383
6434,2023,Lexus,LS,base,91,41025,New,Dealership,12917
6435,2005,Volkswagen,Jetta,N/A,44592,16989,Used,Individual Seller,12119
6436,2015,Volkswagen,Atlas,base,30608,14995,Used,Dealership,54245
6437,2006,Ford,Focus,sport,107014,8853,Used,Individual Seller,61869
6438,1997,Mazda,CX-50,N/A,52408,12511,Used,Individual Seller,80162
6439,2001,Mazda,CX-50,N/A,29067,21294,Used,Individual Seller,18265
6440,1995,Subaru,WRX,N/A,32650,19603,Used,Individual Seller,56790
6441,2023,Kia,Rio,base,41,34344,New,Dealership,70267
6442,2011,Lincoln,Navigator,sport,138377,13400,Used,Dealership,51310
6443,2011,Dodge,Charger,sport,24960,37240,Used,Dealership,49631
6444,1999,Nissan,Altima,N/A,55135,22415,Used,Individual Seller,62612
6445,2003,Mazda,3,N/A,43002,19598,Used,Individual Seller,45657
6446,2011,Lincoln,Navigator,base,40210,22894,Used,Individual Seller,17907
6447,1997,BMW,X5,N/A,22792,22902,Used,Dealership,20950
6448,2011,Dodge,Ram 1500,base,129762,10375,Used,Dealership,75707
6449,2020,Volvo,S60,base,5131,16715,Certified,Dealership,74350
6450,2021,Hyundai,Santa Fe,base,30362,15185,Certified,Dealership,32702
6451,2004,Honda,Accord,N/A,18858,26057,Used,Individual Seller,56642
6452,2021,Audi,Q5,base,28804,23782,Certified,Dealership,38908
6453,2017,BMW,X3,base,110880,12619,Used,Dealership,81810
6454,2004,Nissan,Frontier,N/A,44777,13708,Used,Individual Seller,69417
6455,2004,Chevrolet,Suburban,N/A,129779,5649,Used,Individual Seller,67543
6456,2011,GMC,Sierra,luxury,84330,9073,Used,Individual Seller,63477
6457,2021,Mercedes,C-Class,sport,29810,10519,Certified,Dealership,89240
6458,2016,BMW,X3,base,104687,19625,Used,Dealership,83123
6459,2016,Buick,Regal,sport,31201,25569,Used,Dealership,25464
6460,2014,Acura,TL,base,148646,14418,Used,Individual Seller,60502
6461,2012,Chevrolet,Tahoe,sport,71253,18631,Used,Dealership,24052
6462,1997,Audi,Q5,N/A,43988,13029,Used,Individual Seller,24880
6463,2020,Chrysler,Town & Country,base,18840,20572,Certified,Dealership,82593
6464,2005,GMC,Sierra,N/A,70692,26818,Used,Dealership,42919
6465,2013,BMW,X3,sport,97371,10361,Used,Individual Seller,26869
6466,1999,Chevrolet,Suburban,N/A,52450,27325,Used,Dealership,83616
6467,2002,Toyota,Camry,N/A,26774,39316,Used,Dealership,81270
6468,2005,Jeep,Grand Cherokee,N/A,54692,23519,Used,Individual Seller,39748
6469,2001,Lincoln,Navigator,N/A,102866,18598,Used,Dealership,75403
6470,2004,Mazda,CX-50,N/A,25538,16976,Used,Individual Seller,44632
6471,2008,BMW,X5,base,114248,8019,Used,Individual Seller,64342
6472,2020,Mercedes,S-Class,luxury,11678,15383,Certified,Dealership,73107
6473,2006,Honda,CR-V,sport,109534,11009,Used,Individual Seller,31951
6474,2015,Lexus,LS,sport,91867,15302,Used,Individual Seller,64811
6475,2020,Lexus,ES300,base,7286,31502,Certified,Dealership,34387
6476,2010,Nissan,Altima,base,124470,6894,Used,Individual Seller,15840
6477,2013,BMW,X5,base,55437,16533,Used,Individual Seller,69253
6478,2021,BMW,3 Series,sport,19623,26196,Certified,Dealership,10837
6479,1999,Dodge,Ram 1500,N/A,93090,5867,Used,Individual Seller,25955
6480,1995,Chrysler,300,N/A,137988,7045,Used,Dealership,47795
6481,2002,BMW,3 Series,N/A,53231,26994,Used,Dealership,48926
6482,2017,Lexus,RX,luxury,53454,15105,Used,Dealership,39722
6483,2022,Dodge,Durango,base,36,41737,New,Dealership,20932
6484,2011,Kia,Sportage,luxury,78811,16024,Used,Individual Seller,16852
6485,2001,BMW,5 Series,N/A,51674,23915,Used,Individual Seller,19878
6486,2013,Chrysler,Town & Country,sport,95107,9882,Used,Dealership,44271
6487,2014,Acura,Integra,base,140492,11323,Used,Individual Seller,91091
6488,2018,Lincoln,Navigator,base,17536,24581,Certified,Dealership,21672
6489,2012,Lexus,ES300,base,107561,5400,Used,Individual Seller,13784
6490,2012,Ford,F-150,base,77114,6815,Used,Individual Seller,46465
6491,2023,Jeep,Wrangler,base,20,21427,New,Dealership,46959
6492,2006,Lexus,GS350,sport,23185,16095,Used,Individual Seller,61159
6493,1998,Jeep,Wrangler,N/A,125593,7261,Used,Individual Seller,63291
6494,2014,Chevrolet,Silverado,luxury,113280,12831,Used,Individual Seller,48986
6495,1998,Lincoln,Navigator,N/A,30769,25135,Used,Individual Seller,86676
6496,1996,Mercedes,S-Class,N/A,52849,27084,Used,Individual Seller,35645
6497,2011,Ford,Explorer,base,148542,17280,Used,Individual Seller,80115
6498,2017,Nissan,Rogue,sport,62981,11228,Used,Dealership,71580
6499,2001,Lexus,GS,N/A,134061,16895,Used,Individual Seller,21404
6500,1998,Lincoln,Navigator,N/A,51403,16685,Used,Individual Seller,94101
6501,2012,GMC,Envoy,sport,105842,7964,Used,Individual Seller,83690
6502,2003,Audi,Q5,N/A,61033,14454,Used,Dealership,75452
6503,2014,Hyundai,Tucson,base,107590,5957,Used,Dealership,39345
6504,1997,Chrysler,Town & Country,N/A,54767,20613,Used,Individual Seller,42886
6505,1995,BMW,X5,N/A,72292,29684,Used,Dealership,69255
6506,2008,Hyundai,Sonata,base,116380,10106,Used,Individual Seller,29002
6507,2008,Ford,F-150,sport,71095,16783,Used,Individual Seller,95080
6508,2016,BMW,5 Series,base,17055,31677,Used,Dealership,85616
6509,2001,Jeep,Wrangler,N/A,66064,26673,Used,Individual Seller,21121
6510,2011,Lincoln,Navigator,sport,44358,32497,Used,Dealership,34164
6511,2022,Chevrolet,Malibu,sport,93,47949,New,Dealership,85863
6512,2017,GMC,Yukon,sport,76754,9730,Used,Individual Seller,56978
6513,2010,Acura,Integra,base,10666,17790,Used,Dealership,25575
6514,2018,Volvo,S60,base,28972,11297,Certified,Dealership,38717
6515,2022,Volvo,S70,base,64,48280,New,Dealership,27966
6516,2023,Acura,Integra,sport,25,23798,New,Dealership,44238
6517,2023,Honda,CR-V,luxury,48,48649,New,Dealership,29024
6518,1996,Audi,Q5,N/A,86356,17728,Used,Dealership,14898
6519,2015,Volvo,S70,sport,143915,17246,Used,Individual Seller,34797
6520,2022,Chevrolet,Malibu,base,16,40624,New,Dealership,80650
6521,2003,Toyota,Tacoma,N/A,22978,14375,Used,Dealership,76719
6522,2010,Honda,Accord,luxury,141774,16813,Used,Individual Seller,85052
6523,1999,Chrysler,300,N/A,40379,11526,Used,Individual Seller,18988
6524,2013,GMC,Sierra,sport,105224,6165,Used,Dealership,64140
6525,2004,Hyundai,Tucson,N/A,133222,15222,Used,Individual Seller,35246
6526,2019,Nissan,Pathfinder,sport,6650,23539,Certified,Dealership,84186
6527,2018,Lexus,LS,base,5761,16184,Certified,Dealership,72378
6528,2016,Volkswagen,Golf,sport,128992,13414,Used,Dealership,81330
6529,2009,BMW,3 Series,base,42478,17927,Used,Dealership,87625
6530,2007,Subaru,Outback,base,21768,29698,Used,Dealership,16644
6531,2020,Dodge,Charger,base,21494,19928,Certified,Dealership,32059
6532,2011,Mercedes,GLA,base,132275,7105,Used,Individual Seller,46938
6533,2005,Honda,Pilot,N/A,106836,11667,Used,Dealership,16527
6534,2005,GMC,Sierra,N/A,43394,18230,Used,Individual Seller,96629
6535,2016,Volvo,S60,sport,27653,21299,Used,Dealership,82134
6536,2014,Honda,Civic,sport,127563,14623,Used,Individual Seller,77016
6537,2012,Mazda,CX-5,luxury,133556,17401,Used,Individual Seller,28509
6538,1998,Volvo,S70,N/A,34335,19799,Used,Dealership,64785
6539,2021,Buick,Regal,base,29044,19952,Certified,Dealership,13839
6540,2001,Mazda,CX-50,N/A,141961,16821,Used,Dealership,35699
6541,1997,Mazda,CX-5,N/A,140681,10120,Used,Individual Seller,21760
6542,2016,BMW,X5,base,28471,21666,Used,Dealership,42262
6543,2019,BMW,5 Series,base,20013,16920,Certified,Dealership,84176
6544,2002,Subaru,Outback,N/A,69169,34177,Used,Dealership,15111
6545,2016,Mercedes,S-Class,luxury,142303,12227,Used,Individual Seller,83792
6546,2001,Jeep,Wrangler,N/A,93602,8876,Used,Individual Seller,44374
6547,2016,Honda,Civic,base,121265,13802,Used,Dealership,48313
6548,2016,Hyundai,Santa Fe,sport,72285,12269,Used,Dealership,87939
6549,2006,Jeep,Wrangler,luxury,89039,7191,Used,Individual Seller,86536
6550,2020,Mercedes,GLE,base,18622,24116,Certified,Dealership,41055
6551,2011,Ford,Escape,base,71351,26900,Used,Dealership,81717
6552,2000,Chevrolet,Equinox,N/A,68795,19308,Used,Individual Seller,57621
6553,2014,Volvo,XC90,base,59328,10567,Used,Individual Seller,66603
6554,2009,Lexus,GS,sport,33606,20104,Used,Dealership,39543
6555,2007,Lincoln,Navigator,base,45365,16625,Used,Individual Seller,42482
6556,2020,Chrysler,300,luxury,7780,29745,Certified,Dealership,25982
6557,2009,Volkswagen,Atlas,sport,117087,13803,Used,Individual Seller,34897
6558,1999,Toyota,Land Cruiser,N/A,71303,27070,Used,Dealership,39223
6559,1995,Audi,A6,N/A,57442,11737,Used,Dealership,16939
6560,2017,Dodge,Ram 1500,base,49162,10691,Used,Dealership,24364
6561,2020,Toyota,Land Cruiser,base,18943,22065,Certified,Dealership,70421
6562,2023,Nissan,Frontier,base,15,39818,New,Dealership,59117
6563,2020,Nissan,Frontier,sport,5877,21947,Certified,Dealership,62555
6564,2011,Buick,LaCrosse,base,59768,30529,Used,Dealership,96537
6565,2009,Chrysler,Town & Country,base,34545,25356,Used,Individual Seller,45282
6566,2017,Chevrolet,Silverado,luxury,43803,16419,Used,Individual Seller,72871
6567,1998,Lexus,RX,N/A,100960,11233,Used,Dealership,19133
6568,2008,Buick,Regal,sport,96288,19279,Used,Dealership,75817
6569,2018,Mercedes,C-Class,sport,27189,21476,Certified,Dealership,75266
6570,2013,Mercedes,GLA,sport,114875,8179,Used,Dealership,21022
6571,1998,Volkswagen,Tiguan,N/A,142790,12081,Used,Individual Seller,11985
6572,2014,Jeep,Wrangler,luxury,138771,13449,Used,Individual Seller,98941
6573,2007,Lexus,LS,base,106744,8298,Used,Individual Seller,86757
6574,2009,Honda,CR-V,base,120819,5534,Used,Dealership,30581
6575,2019,Volkswagen,Tiguan,sport,16740,28093,Certified,Dealership,65982
6576,1997,Subaru,WRX,N/A,91610,13942,Used,Dealership,76770
6577,2008,Ford,Ranger,base,84001,10857,Used,Dealership,14463
6578,1998,Nissan,Altima,N/A,78036,18644,Used,Dealership,75787
6579,2017,Chrysler,300,luxury,94738,17421,Used,Individual Seller,55906
6580,2009,Nissan,Frontier,luxury,51932,11292,Used,Individual Seller,10506
6581,2005,Lexus,LS,N/A,133950,6537,Used,Dealership,12316
6582,2000,Chrysler,Town & Country,N/A,105423,9991,Used,Individual Seller,51051
6583,2015,Subaru,Outback,sport,65993,31137,Used,Dealership,43467
6584,2015,Kia,Sportage,sport,53626,11601,Used,Individual Seller,46206
6585,1998,Toyota,Avalon,N/A,144905,7905,Used,Individual Seller,29999
6586,2018,Audi,Q5,sport,9677,17271,Certified,Dealership,41739
6587,2023,Audi,Q7,luxury,57,26951,New,Dealership,50420
6588,1999,Mercedes,C-Class,N/A,47167,10705,Used,Individual Seller,83579
6589,2011,Volkswagen,Tiguan,sport,92720,9771,Used,Dealership,19120
6590,2018,Hyundai,Santa Fe,base,6593,18682,Certified,Dealership,38666
6591,2017,Acura,Integra,base,117962,11183,Used,Individual Seller,89901
6592,2011,Chrysler,Town & Country,base,24318,11691,Used,Individual Seller,76916
6593,1999,Honda,CR-V,N/A,49375,26117,Used,Dealership,12397
6594,2018,Chevrolet,Impala,base,16924,32111,Certified,Dealership,67362
6595,2005,Acura,Integra,N/A,69944,26350,Used,Individual Seller,33096
6596,2005,Audi,A6,N/A,124067,9087,Used,Dealership,29661
6597,1999,Ford,Mustang,N/A,132600,11222,Used,Individual Seller,88953
6598,2006,Dodge,Grand Caravan,luxury,72952,10115,Used,Individual Seller,33121
6599,2017,Hyundai,Santa Fe,sport,106845,5067,Used,Individual Seller,87891
6600,2018,Acura,TL,luxury,10687,15702,Certified,Dealership,11545
6601,2002,Kia,K5,N/A,75321,9435,Used,Individual Seller,29403
6602,2009,Mazda,MX5,base,83208,10950,Used,Dealership,43970
6603,1996,Audi,Q5,N/A,52180,26891,Used,Individual Seller,47768
6604,2003,Nissan,Murano,N/A,125235,10720,Used,Individual Seller,32788
6605,2018,Dodge,Ram 1500,sport,34134,22308,Certified,Dealership,81618
6606,2013,Toyota,RAV4,base,127190,13256,Used,Individual Seller,26482
6607,2002,Volvo,S60,N/A,47523,12888,Used,Individual Seller,95457
6608,1995,Mercedes,S-Class,N/A,53637,21605,Used,Dealership,13740
6609,2003,Hyundai,Tucson,N/A,22466,19334,Used,Dealership,68750
6610,1995,Lincoln,Navigator,N/A,80342,13071,Used,Dealership,22609
6611,2013,Buick,Regal,sport,14873,14124,Used,Dealership,54288
6612,2011,Jeep,Wrangler,sport,27966,9371,Used,Individual Seller,19080
6613,2004,Toyota,Corolla,N/A,52728,27775,Used,Dealership,77805
6614,2016,Jeep,Grand Cherokee,base,44756,30734,Used,Dealership,64589
6615,2022,Audi,A3,sport,51,43012,New,Dealership,38015
6616,2002,Mercedes,C-Class,N/A,25716,34794,Used,Dealership,44603
6617,2005,Lexus,RX,N/A,109575,8794,Used,Dealership,22445
6618,2014,Toyota,RAV4,sport,105224,12893,Used,Individual Seller,92515
6619,2023,GMC,Yukon,sport,99,23725,New,Dealership,35905
6620,2014,Acura,TL,sport,114722,7927,Used,Individual Seller,46670
6621,1999,Subaru,Forester,N/A,98559,6135,Used,Individual Seller,64234
6622,2001,BMW,5 Series,N/A,55113,24713,Used,Individual Seller,52480
6623,2009,Volvo,S70,sport,19349,12948,Used,Dealership,82353
6624,1995,Honda,Accord,N/A,137762,6861,Used,Individual Seller,29444
6625,1997,Toyota,RAV4,N/A,86001,11244,Used,Individual Seller,57764
6626,2005,Chevrolet,Malibu,N/A,92729,16690,Used,Dealership,99771
6627,2012,Mazda,CX-5,base,110595,13276,Used,Individual Seller,35578
6628,2008,GMC,Yukon,base,115012,15823,Used,Individual Seller,61232
6629,2000,Hyundai,Sonata,N/A,122609,19412,Used,Dealership,70462
6630,2020,Mercedes,GLA,base,27562,10824,Certified,Dealership,29013
6631,2023,Nissan,Murano,luxury,17,20588,New,Dealership,11989
6632,2023,Volvo,S60,base,37,45277,New,Dealership,77102
6633,2007,Toyota,Camry,sport,91952,11560,Used,Dealership,93557
6634,2021,Volkswagen,Jetta,luxury,34573,11467,Certified,Dealership,90735
6635,2022,Audi,A3,sport,10,23726,New,Dealership,48562
6636,2007,Buick,LaCrosse,sport,81760,7682,Used,Dealership,66111
6637,2017,Acura,Integra,luxury,65629,14961,Used,Individual Seller,66674
6638,2008,Hyundai,Sonata,sport,59261,24944,Used,Individual Seller,98188
6639,2003,Buick,Regal,N/A,83469,17216,Used,Dealership,64720
6640,2014,Dodge,Charger,sport,115753,13033,Used,Dealership,49540
6641,1998,Kia,Sorento,N/A,80114,13123,Used,Dealership,33862
6642,2017,Lincoln,Navigator,base,28334,33987,Used,Individual Seller,21890
6643,2011,Hyundai,Sonata,sport,42464,19166,Used,Dealership,58293
6644,2002,Dodge,Charger,N/A,92268,8785,Used,Individual Seller,48191
6645,2001,Volkswagen,Passat,N/A,121766,17122,Used,Dealership,36361
6646,1995,Ford,Fiesta,N/A,74144,16854,Used,Dealership,96666
6647,2008,Audi,Q5,base,76282,18432,Used,Dealership,78854
6648,2005,Hyundai,Elantra,N/A,145587,12563,Used,Dealership,43904
6649,2021,Chevrolet,Equinox,base,16063,24781,Certified,Dealership,14825
6650,2023,Nissan,Maxima,luxury,83,27034,New,Dealership,88941
6651,2011,Kia,K5,base,142426,19019,Used,Dealership,55009
6652,2004,Toyota,Avalon,N/A,60888,9799,Used,Individual Seller,20859
6653,1999,Ford,F-150,N/A,76541,8469,Used,Individual Seller,13176
6654,2023,Acura,TL,luxury,72,21028,New,Dealership,49991
6655,2017,Jeep,Wrangler,base,76224,16140,Used,Individual Seller,89500
6656,2023,Chevrolet,Suburban,base,82,20380,New,Dealership,98636
6657,1999,GMC,Yukon,N/A,11232,16204,Used,Dealership,91530
6658,2012,Chevrolet,Equinox,base,56603,13306,Used,Individual Seller,17572
6659,2023,GMC,Envoy,base,36,43531,New,Dealership,96052
6660,2019,Lexus,ES,base,7669,25961,Certified,Dealership,87803
6661,1995,Lincoln,Navigator,N/A,25097,17359,Used,Individual Seller,86325
6662,2018,Honda,Civic,base,19944,28988,Certified,Dealership,70680
6663,2011,Subaru,WRX,sport,54164,21237,Used,Individual Seller,49742
6664,2020,Mazda,CX-90,base,14238,24562,Certified,Dealership,63319
6665,2013,Dodge,Ram 1500,base,127361,18064,Used,Dealership,50017
6666,2016,Buick,Regal,sport,67173,10383,Used,Individual Seller,65176
6667,2002,Buick,Regal,N/A,12580,27999,Used,Dealership,20784
6668,1996,Toyota,Camry,N/A,71615,9104,Used,Individual Seller,14449
6669,2008,Mazda,CX-90,base,105448,10583,Used,Individual Seller,31118
6670,1996,Ford,F-150,N/A,10613,10147,Used,Dealership,67413
6671,2001,Volvo,S70,N/A,15617,22769,Used,Individual Seller,46150
6672,2015,Toyota,Avalon,sport,147033,15955,Used,Dealership,13303
6673,2007,Chevrolet,Equinox,base,64719,18945,Used,Dealership,71231
6674,2021,Jeep,Grand Cherokee,luxury,13149,32248,Certified,Dealership,69866
6675,2016,Nissan,Frontier,base,100108,11680,Used,Dealership,55364
6676,2004,GMC,Envoy,N/A,147615,9052,Used,Individual Seller,39752
6677,2017,Lexus,ES,base,63965,13553,Used,Individual Seller,69744
6678,2019,Jeep,Grand Cherokee,base,13151,22082,Certified,Dealership,58179
6679,2014,BMW,3 Series,luxury,21536,33942,Used,Dealership,43575
6680,2020,Kia,Sportage,luxury,23973,17280,Certified,Dealership,99537
6681,1999,Lincoln,Navigator,N/A,89212,11712,Used,Individual Seller,62540
6682,2007,Lexus,GS350,base,70713,18389,Used,Individual Seller,58309
6683,1995,Dodge,Charger,N/A,64885,17814,Used,Individual Seller,28633
6684,2002,Acura,Integra,N/A,143777,10479,Used,Dealership,19685
6685,1996,Volkswagen,Jetta,N/A,61677,12123,Used,Individual Seller,23744
6686,2009,BMW,5 Series,luxury,90884,16274,Used,Individual Seller,69397
6687,2012,Audi,Q7,sport,41921,14404,Used,Dealership,97392
6688,2004,Acura,Integra,N/A,93935,10352,Used,Dealership,54249
6689,2013,Buick,Regal,base,99962,17216,Used,Dealership,45204
6690,2016,Mercedes,C-Class,sport,31650,9290,Used,Individual Seller,31035
6691,2018,Lincoln,Navigator,base,33792,23827,Certified,Dealership,96858
